,Unnamed: 0,difficulty,word,len,vrlen,freq_brown,freq_reuter,weblio,bing_log,yahoo_log,google_log,freq_guten,pos
1482,1482,1,Thursday,8,0.25,0,0,3.0,7.096910013,8.431363764,8.045322979,29,1
1483,1483,1,by,2,0.0,37,20,3.0,7.096910013,7.902546779,7.909020853999999,8012,1
1484,1484,1,here,4,0.5,11,1,3.0,7.100370545,8.437750563,8.489958479,1439,7
1485,1485,1,pig,3,0.3333333333333333,0,0,3.0,7.100370545,8.498310554,7.953759692,24,1
1486,1486,1,ticket,6,0.3333333333333333,1,0,3.0,7.100370545,8.741151599,8.235528447,3,1
1487,1487,1,bye,3,0.3333333333333333,0,0,3.0,7.100370545,8.220108088,8.11058971,56,1
1488,1488,1,hers,4,0.25,0,0,3.0,7.100370545,8.440909082000001,8.434568903999999,60,1
1489,1489,1,pilot,5,0.4,0,0,3.0,7.103803721,8.462397998,8.209515015,34,5
1490,1490,1,tie,3,0.6666666666666666,0,0,3.0,7.11058971,8.437750563,8.201397124,33,3
1491,1491,1,hi,2,0.5,1,0,3.0,7.11058971,8.206825876,8.209515015,0,1
1492,1492,1,pink,4,0.25,4,0,3.0,7.11058971,8.910624405,8.477121255,36,1
1493,1493,1,tiger,5,0.4,0,0,3.0,7.113943352000001,8.596597096,8.230448921,20,1
1494,1494,1,cafe,4,0.5,0,0,3.0,7.113943352000001,8.572871602000001,8.117271296,11,3
1495,1495,1,high,4,0.25,3,9,3.0,7.113943352000001,8.673020907,8.437750563,899,3
1496,1496,1,pipe,4,0.5,0,0,3.0,7.113943352000001,8.195899652,8.307496038,71,1
1497,1497,1,till,4,0.25,0,0,3.0,7.113943352000001,8.797959644,7.884795363999999,908,1
1498,1498,1,cake,4,0.5,0,0,3.0,7.113943352000001,8.31386722,8.301029996,43,5
1499,1499,1,hill,4,0.25,0,0,3.0,7.113943352000001,8.753583059,8.184691431000001,237,3
1500,1500,1,place,5,0.4,8,0,3.0,7.117271296,8.631443769,8.367355921,1545,1
1501,1501,1,time,4,0.5,34,4,3.0,7.117271296,8.547774705,8.238046103,2635,1
1502,1502,1,calendar,8,0.375,0,1,3.0,7.117271296,9.176091259,10.27392678,3,1
1503,1503,1,him,3,0.3333333333333333,58,0,3.0,7.117271296,8.582063363,8.871572936,12924,5
1504,1504,1,plan,4,0.25,2,4,3.0,7.117271296,8.515873844,8.240549247999999,105,5
1505,1505,1,tired,5,0.4,0,0,3.0,7.120573931,8.547774705,8.369215857,90,5
1506,1506,1,call,4,0.25,1,0,3.0,7.120573931,8.515873844,8.173186268,618,5
1507,1507,1,his,3,0.3333333333333333,102,0,3.0,7.123851641,8.318063335,8.1430148,20585,5
1508,1508,1,plane,5,0.4,0,0,3.0,7.123851641,8.507855872,8.206825876,13,1
1509,1509,1,to,2,0.5,306,107,3.0,7.123851641,8.235528447,8.227886705,46443,7
1510,1510,1,camera,6,0.5,0,0,3.0,7.123851641,8.255272505,8.324282455,0,5
1511,1511,1,history,7,0.2857142857142857,4,0,3.0,7.123851641,8.187520721,8.033423755,103,1
1512,1512,1,plant,5,0.2,0,1,3.0,7.127104798,8.685741739,8.655138435,86,1
1513,1513,1,today,5,0.4,0,4,3.0,7.127104798,8.212187604,8.230448921,34,1
1514,1514,1,camp,4,0.25,4,0,3.0,7.127104798,8.807535028,8.075546961,164,5
1515,1515,1,hit,3,0.3333333333333333,2,0,3.0,7.127104798,8.691965103,8.206825876,53,5
1516,1516,1,play,4,0.25,3,0,3.0,7.130333768,8.754348336,8.723455672,258,1
1517,1517,1,toe,3,0.6666666666666666,1,0,3.0,7.133538907999999,8.648360011,8.414973348,13,1
1518,1518,1,can,3,0.3333333333333333,16,1,3.0,7.133538907999999,8.385606274,8.365487985,2163,7
1519,1519,1,hobby,5,0.2,1,0,3.0,7.133538907999999,8.556302501000001,8.759667845,4,5
1520,1520,1,please,6,0.5,2,0,3.0,7.133538907999999,8.146128036,7.934498451,285,5
1521,1521,1,together,8,0.375,1,0,3.0,7.136720567,8.741939078,8.618048097,958,7
1522,1522,1,candy,5,0.2,0,0,3.0,7.1398790860000005,8.597695186000001,8.610660163,2,1
1523,1523,1,hold,4,0.25,3,0,3.0,7.1398790860000005,8.777426822,8.369215857,507,1
1524,1524,1,pocket,6,0.3333333333333333,0,0,3.0,7.1398790860000005,8.499687083,8.46686762,119,1
1525,1525,1,toilet,6,0.5,0,0,3.0,7.1398790860000005,8.269512944,8.396199347,4,1
1526,1526,1,cap,3,0.3333333333333333,1,0,3.0,7.1430148,8.396199347,8.380211242,47,1
1527,1527,1,hole,4,0.5,0,0,3.0,7.1430148,8.222716471,8.428134794,128,1
1528,1528,1,point,5,0.4,1,1,3.0,7.1430148,8.29666519,8.79518459,330,1
1529,1529,1,tomato,6,0.5,0,0,3.0,7.146128036,8.59439255,8.789580712000001,2,1
1530,1530,1,captain,7,0.42857142857142855,8,0,3.0,7.146128036,8.748962861,8.173186268,300,1
1531,1531,1,holiday,7,0.42857142857142855,0,0,3.0,7.146128036,8.551449997999999,8.475671188,16,3
1532,1532,1,police,6,0.5,0,1,3.0,7.146128036,8.338456493999999,8.350248018,112,1
1533,1533,1,tomorrow,8,0.375,0,0,3.0,7.146128036,8.627365857000001,8.625312451000001,37,1
1534,1534,1,car,3,0.3333333333333333,0,0,3.0,7.146128036,8.725094521,8.869818208,76,1
1535,1535,1,home,4,0.5,3,0,3.0,7.149219112999999,8.303196057000001,8.285557309,677,1
1536,1536,1,policeman,9,0.4444444444444444,0,0,3.0,7.152288344,8.689308859,8.965671971,62,1
1537,1537,1,tongue,6,0.5,2,0,3.0,7.152288344,8.850646235,8.206825876,237,1
1538,1538,1,card,4,0.25,1,0,3.0,7.1553360370000005,8.632457292,8.64738297,58,1
1539,1539,1,homework,8,0.375,0,0,3.0,7.1553360370000005,8.667452953,8.558708571,0,1
1540,1540,1,pool,4,0.5,1,0,3.0,7.158362492,8.972202838,8.28780173,81,1
1541,1541,1,tonight,7,0.2857142857142857,0,0,3.0,7.161368002000001,8.838849091,8.64738297,15,5
1542,1542,1,careful,7,0.42857142857142855,0,0,3.0,7.164352856,8.489958479,8.713490542999999,60,3
1543,1543,1,honest,6,0.3333333333333333,0,0,3.0,7.164352856,8.82672252,8.750508395,136,3
1544,1544,1,poor,4,0.5,0,0,3.0,7.164352856,8.418301291,8.414973348,805,3
1545,1545,1,too,3,0.6666666666666666,14,0,3.0,7.164352856,8.632457292,8.670245852999999,1460,7
1546,1546,1,carry,5,0.2,3,0,3.0,7.167317335,8.63447727,8.644438589,199,3
1547,1547,1,honey,5,0.4,0,0,3.0,7.167317335,8.608526034,8.505149978,89,1
1548,1548,1,popular,7,0.42857142857142855,0,0,3.0,7.167317335,8.940516485,8.481442629,31,3
1549,1549,1,tooth,5,0.4,0,0,3.0,7.167317335,8.919601024,8.80140371,28,7
1550,1550,1,case,4,0.5,3,0,3.0,7.170261715,9.012837225,8.565847819,278,1
1551,1551,1,hope,4,0.5,3,0,3.0,7.170261715,8.635483747,8.51054501,666,5
1552,1552,1,pork,4,0.25,0,0,3.0,7.170261715,8.876217841,8.868056362,17,1
1553,1553,1,top,3,0.3333333333333333,1,0,3.0,7.170261715,8.860338007000001,8.625312451000001,323,3
1554,1554,1,cat,3,0.3333333333333333,0,0,3.0,7.173186267999999,8.481442629,8.133538908,36,1
1555,1555,1,horse,5,0.4,0,0,3.0,7.173186267999999,8.924279286,8.937517892,208,1
1556,1556,1,post,4,0.25,0,0,3.0,7.176091259,8.539076098999999,8.695481676,80,1
1557,1557,1,touch,5,0.4,3,0,3.0,7.176091259,8.922725458,8.691081492,207,3
1558,1558,1,catch,5,0.2,2,0,3.0,7.178976947000001,8.895974732,8.322219295,138,1
1559,1559,1,hospital,8,0.375,1,0,3.0,7.178976947000001,9.049218023,9.041392685,15,1
1560,1560,1,pot,3,0.3333333333333333,0,0,3.0,7.178976947000001,8.765668555,8.42975228,69,1
1561,1561,1,toward,6,0.3333333333333333,6,0,3.0,7.178976947000001,8.79518459,8.618048097,455,1
1562,1562,1,center,6,0.3333333333333333,5,0,3.0,7.178976947000001,8.660865478,8.650307523,9,1
1563,1563,1,hot,3,0.3333333333333333,1,0,3.0,7.181843588,8.799340549,8.99343623,141,3
1564,1564,1,potato,6,0.5,0,0,3.0,7.187520721,8.972202838,8.28780173,9,1
1565,1565,1,towel,5,0.4,0,0,3.0,7.190331698,8.954724791,8.980003372,4,1
1566,1566,1,certain,7,0.42857142857142855,2,0,3.0,7.193124598,8.63748973,8.644438589,513,3
1567,1567,1,hotel,5,0.4,0,0,3.0,7.193124598,8.582063363,8.680335513,24,1
1568,1568,1,pound,5,0.4,0,10,3.0,7.1958996520000005,8.748188027000001,8.741939078,27,1
1569,1569,1,tower,5,0.4,0,0,3.0,7.198657087000001,9.06069784,8.617000341,99,3
1570,1570,1,chair,5,0.4,0,0,3.0,7.198657087000001,8.436162647,8.44870632,106,1
1571,1571,1,hour,4,0.5,1,0,3.0,7.217483944,8.846337112,8.838219222000001,454,1
1572,1572,1,power,5,0.4,7,0,3.0,7.217483944,8.820857989,9.170261715,574,1
1573,1573,1,town,4,0.25,0,0,3.0,7.220108088,8.999565488,8.376576957000001,257,1
1574,1574,1,chalk,5,0.2,0,0,3.0,7.225309282,8.781755375,8.509202522,7,1
1575,1575,1,house,5,0.6,0,0,3.0,7.23299611,8.986323777,9.033423755,2850,1
1576,1576,1,practice,8,0.375,1,0,3.0,7.252853031,8.664641976,8.859738566,33,1
1577,1577,1,toy,3,0.3333333333333333,0,0,3.0,7.269512944,9.437750563,9.075546961,13,1
1578,1578,1,chance,6,0.3333333333333333,1,0,3.0,7.269512944,8.977723605,9.392696953,185,1
1579,1579,1,how,3,0.3333333333333333,16,0,3.0,7.283301229,9.113943352,8.517195897999999,1857,7
1580,1580,1,present,7,0.2857142857142857,2,0,3.0,7.28780173,9.380211242,9.382017043,595,3
1581,1581,1,train,5,0.4,0,4,3.0,7.301029996,9.645422268999999,9.644438589,83,1
1582,1582,1,change,6,0.3333333333333333,2,0,3.0,7.397940009,9.610660163,9.012837225,270,1
1583,1583,1,hundred,7,0.2857142857142857,3,0,4.0,6.925312091,7.768638101,7.565847819,766,5
1584,1584,1,pretty,6,0.16666666666666666,2,0,4.0,6.92788341,7.768638101,7.84135947,272,7
1585,1585,1,travel,6,0.3333333333333333,0,0,4.0,6.92992956,7.822821645,7.595496222,43,3
1586,1586,1,cheap,5,0.4,0,0,4.0,6.9628426810000015,7.977266212000001,7.3117538610000015,18,3
1587,1587,1,hungry,6,0.16666666666666666,2,0,4.0,7.017033339,7.8034571160000015,7.79518459,76,3
1588,1588,1,price,5,0.4,0,9,4.0,7.053078443,8.041392685,7.624282096,62,1
1589,1589,1,tree,4,0.5,0,0,4.0,7.06069784,7.404833717000001,7.847572659,455,1
1590,1590,1,cheese,6,0.5,0,0,4.0,7.06069784,7.692846919,7.704150517,24,3
1591,1591,1,hurry,5,0.2,0,0,4.0,7.064457989,8.204119983,7.517195898,125,1
1592,1592,1,promise,7,0.42857142857142855,0,0,4.0,7.064457989,7.515873844,7.521138083999999,199,1
1593,1593,1,trip,4,0.25,3,0,4.0,7.068185862000001,7.954724791,8.037426498,8,1
1594,1594,1,chicken,7,0.2857142857142857,1,0,4.0,7.071882007,7.792391689,7.828015064,8,1
1595,1595,1,hurt,4,0.25,3,0,4.0,7.0755469610000015,7.685741739,7.658964843,133,5
1596,1596,1,proud,5,0.4,0,0,4.0,7.079181246,8.382017043,7.731588765,175,3
1597,1597,1,trouble,7,0.42857142857142855,3,0,4.0,7.079181246,7.902002891,7.88592634,233,1
1598,1598,1,chief,5,0.4,1,1,4.0,7.08278537,8.075546961,7.754348336,366,3
1599,1599,1,husband,7,0.2857142857142857,2,0,4.0,7.100370545,9.252853031,8.771587481000001,308,1
1600,1600,1,pull,4,0.25,1,0,4.0,7.100370545,8.596597096,8.056904851,105,1
1601,1601,1,TRUE,4,0.0,0,0,4.0,7.103803721,8.731588765,7.877371346,4,1
1602,1602,1,child,5,0.2,1,0,4.0,7.11058971,8.324282455,8.212187604,525,1
1603,1603,1,push,4,0.25,0,0,4.0,7.127104798,8.546542663,8.285557309,40,1
1604,1604,1,try,3,0.0,1,0,4.0,7.127104798,8.629409599,8.049218023,207,1
1605,1605,1,children,8,0.25,3,0,4.0,7.130333768,8.017033339,8.290034611,2223,1
1606,1606,1,I,1,0.0,0,0,4.0,7.130333768,8.227886705,8.257678575,30221,5
1607,1607,1,put,3,0.3333333333333333,2,0,4.0,7.136720567,8.551449997999999,8.198657087,1528,5
1608,1608,1,Tuesday,7,0.42857142857142855,0,0,4.0,7.1430148,7.9339931639999985,7.925827575,25,1
1609,1609,1,chocolate,9,0.4444444444444444,0,0,4.0,7.161368002000001,8.367355921,8.374748346,15,1
1610,1610,1,ice,3,0.6666666666666666,0,0,4.0,7.173186267999999,8.85672889,8.64738297,63,1
1611,1611,1,tunnel,6,0.3333333333333333,0,0,4.0,7.243038049,8.99343623,9.123851641,5,1
1612,1612,1,choose,6,0.5,1,0,4.0,7.243038049,8.720159302999999,8.7355989,128,3
1613,1613,1,idea,4,0.75,2,1,4.0,7.625312451,9.539076098999999,9.437750563,294,1
1614,1614,1,quarter,7,0.42857142857142855,0,4,5.0,6.712649702,7.164352856,7.176091259,115,1
1615,1615,1,turn,4,0.25,5,0,5.0,6.96425963,7.59439255,7.937517892000001,533,5
1616,1616,1,Christmas,9,0.2222222222222222,0,0,5.0,7.064457989,7.50242712,7.804139432,53,1
1617,1617,1,if,2,0.5,29,0,5.0,7.068185862000001,7.698970003999999,7.671172843,3964,1
1618,1618,1,queen,5,0.6,0,2,5.0,7.071882007,7.328379602999999,7.330413772999999,75,3
1619,1619,1,twelve,6,0.3333333333333333,0,0,5.0,7.079181246,8.303196057000001,8.041392685,264,5
1620,1620,1,church,6,0.16666666666666666,3,0,5.0,7.100370545,8.029383778,8.033423755,166,1
1621,1621,1,ill,3,0.3333333333333333,0,1,5.0,7.103803721,8.530199697999999,7.912222057,298,3
1622,1622,1,question,8,0.5,4,0,5.0,7.103803721,8.462397998,7.823474228999999,254,1
1623,1623,1,twenty,6,0.16666666666666666,1,0,5.0,7.123851641,8.664641976,8.123851641,459,1
1624,1624,1,circle,6,0.3333333333333333,0,0,5.0,7.130333768,8.361727836,7.958085849,89,1
1625,1625,1,important,9,0.3333333333333333,2,0,5.0,7.133538907999999,8.802773725,8.326335861,113,3
1626,1626,1,quick,5,0.4,1,0,5.0,7.146128036,8.80140371,8.789580712000001,141,3
1627,1627,1,two,3,0.3333333333333333,10,14,5.0,7.164352856,8.929418926,8.10720997,2268,1
1628,1628,1,city,4,0.25,1,0,5.0,7.235528447,9.120573931000001,9.155336037,1014,1
1629,1629,1,in,2,0.5,164,94,5.0,7.324282455,9.685741739,9.130333768,31959,1
1630,1630,1,quickly,7,0.2857142857142857,0,0,6.0,6.260071387999999,6.952792443,6.963315511,128,7
1631,1631,1,type,4,0.25,0,0,6.0,6.649334859,7.5289167,7.338456494,24,3
1632,1632,1,class,5,0.2,4,0,6.0,6.877371346,7.779596491,7.451786436,28,1
1633,1633,1,inside,6,0.5,2,0,6.0,6.955206538,7.669316881,7.456366032999999,82,1
1634,1634,1,quiet,5,0.6,2,0,6.0,6.9618954739999985,7.789580712,7.546542662999999,164,3
1635,1635,1,classmate,9,0.3333333333333333,0,0,6.0,7.012837225,7.924279286,7.4727564489999985,0,3
1636,1636,1,interest,8,0.375,2,7,6.0,7.068185862000001,8.089905111,7.825426117999999,205,1
1637,1637,1,umbrella,8,0.375,0,0,6.0,7.071882007,8.26245109,7.746634199,16,1
1638,1638,1,classroom,9,0.3333333333333333,0,0,6.0,7.0755469610000015,8.250420002,7.843232778,0,1
1639,1639,1,interested,10,0.4,0,0,6.0,7.079181246,8.307496038,7.80685803,45,3
1640,1640,1,rabbit,6,0.3333333333333333,1,0,6.0,7.093421685,7.706717782,7.706717782,13,1
1641,1641,1,uncle,5,0.4,0,0,7.0,6.11058971,7.382017042999999,6.800717078,111,3
1642,1642,1,clean,5,0.4,0,0,7.0,6.602059991,8.08278537,8.064457989,202,3
1643,1643,1,interesting,11,0.3636363636363637,0,0,7.0,7.045322979,7.509202522000001,7.51054501,90,5
1644,1644,1,race,4,0.5,2,0,9.0,7.269512944,9.348304863,8.72427587,140,1
1645,1645,1,under,5,0.4,5,4,10.0,7.181843588,8.674861141000001,8.715167357999999,1070,1
1646,1646,1,clear,5,0.4,3,0,11.0,7.209515015,8.775974331,9.434568903999999,212,3
1647,1647,1,into,4,0.5,22,4,1.0,7.068185862000001,8.1430148,7.893761762,4031,1
1648,1648,1,radio,5,0.6,0,0,1.0,7.086359831,8.271841607,8.537819095,0,1
1649,1649,1,understand,10,0.3,4,0,1.0,7.100370545,8.212187604,8.222716471,415,1
1650,1650,1,clever,6,0.3333333333333333,0,0,1.0,7.117271296,8.835690571,8.851869601,74,1
1651,1651,1,invite,6,0.5,0,0,1.0,7.123851641,8.920645001,8.571708832,24,1
1652,1652,1,rain,4,0.5,0,0,1.0,7.130333768,8.673941999,9.064457989,193,1
1653,1653,1,until,5,0.4,7,1,1.0,7.136720567,8.632457292,8.752816431,481,1
1654,1654,1,climb,5,0.2,0,0,1.0,7.1398790860000005,9.086359831000001,9.075546961,30,1
1655,1655,1,is,2,0.5,50,26,1.0,7.1398790860000005,8.893761762,8.899273187,15944,5
1656,1656,1,rainy,5,0.4,0,0,1.0,7.1430148,8.950364854,9.517195897999999,4,5
1657,1657,1,up,2,0.5,33,5,1.0,7.146128036,9.100370545,9.086359831000001,4955,5
1658,1658,1,clock,5,0.2,1,0,1.0,7.149219112999999,8.804139432000001,8.880241776,105,1
1659,1659,1,island,6,0.3333333333333333,1,2,1.0,7.152288344,8.666517981,8.802089257999999,77,1
1660,1660,1,reach,5,0.4,0,1,1.0,7.1553360370000005,8.875061263,9.184691431000001,116,5
1661,1661,1,upon,4,0.5,1,0,1.0,7.158362492,8.764922985,8.979092901,4467,1
1662,1662,1,close,5,0.4,3,0,1.0,7.158362492,8.932473765,8.92992956,295,3
1663,1663,1,it,2,0.5,158,39,1.0,7.167317335,8.711807229,9.06069784,19734,5
1664,1664,1,read,4,0.5,6,0,1.0,7.173186267999999,9.217483944,9.193124597999999,316,5
1665,1665,1,us,2,0.5,6,0,1.0,7.176091259,9.338456493999999,9.181843588,2788,5
1666,1666,1,clothes,7,0.2857142857142857,1,0,1.0,7.178976947000001,8.796574332999999,9.120573931000001,206,5
1667,1667,1,its,3,0.3333333333333333,14,17,1.0,7.178976947000001,9.06069784,9.170261715,1261,5
1668,1668,1,ready,5,0.4,4,0,1.0,7.184691431,9.100370545,9.193124597999999,407,3
1669,1669,1,use,3,0.6666666666666666,4,0,1.0,7.184691431,9.075546961,9.340444115,300,1
1670,1670,1,cloud,5,0.4,1,0,1.0,7.190331698,9.212187604,9.198657087,218,3
1671,1671,1,real,4,0.5,5,0,1.0,7.1958996520000005,8.920123326,9.086359831000001,258,3
1672,1672,1,useful,6,0.5,0,0,1.0,7.201397124,8.888179494,8.952792443,60,3
1673,1673,1,cloudy,6,0.3333333333333333,0,0,1.0,7.204119982999999,9.184691431000001,9.184691431000001,21,1
1674,1674,1,jam,3,0.3333333333333333,0,0,1.0,7.206825876,9.152288344,9.292256071,3,1
1675,1675,1,really,6,0.3333333333333333,2,0,1.0,7.212187603999999,8.997823081,9.08278537,656,7
1676,1676,1,usual,5,0.6,1,0,1.0,7.220108088,9.178976947,9.181843588,186,3
1677,1677,1,club,4,0.25,0,0,1.0,7.222716471,9.06069784,9.100370545,19,1
1678,1678,1,January,7,0.42857142857142855,0,0,1.0,7.23299611,9.530199697999999,9.519827994,15,1
1679,1679,1,receive,7,0.5714285714285714,0,1,1.0,7.243038049,9.369215857,9.338456493999999,276,5
1680,1680,1,usually,7,0.42857142857142855,1,0,1.0,7.252853031,9.136720567000001,9.155336037,46,7
1681,1681,1,coat,4,0.5,0,0,1.0,7.252853031,9.227886705,9.220108088,155,5
1682,1682,1,job,3,0.3333333333333333,0,2,1.0,7.260071387999999,9.075546961,9.089905111,15,1
1683,1683,1,red,3,0.3333333333333333,1,0,1.0,7.298853076,9.354108438999999,9.269512944,348,3
1684,1684,1,coffee,6,0.5,0,0,1.0,7.348304862999999,9.62324929,9.553883027000001,22,1
1685,1685,1,join,4,0.5,1,0,1.0,7.357934847,9.278753601,9.281033367000001,124,1
1686,1686,1,remember,8,0.375,4,0,1.0,7.40654018,9.517195897999999,9.525044807,350,5
1687,1687,1,vacation,8,0.5,0,0,1.0,7.442479769,9.56937391,9.553883027000001,2,1
1688,1688,1,cold,4,0.25,2,0,1.0,7.447158031,9.217483944,9.086359831000001,271,3
1689,1689,1,joke,4,0.5,2,0,1.0,7.478566496,9.50242712,9.50242712,38,1
1690,1690,1,restaurant,10,0.4,0,0,1.0,7.819543936,9.5132176,9.494154594,13,1
1691,1691,1,vegetable,9,0.4444444444444444,1,0,2.0,6.931457871,8.033423755,7.958563882999999,5,3
1692,1692,1,college,7,0.42857142857142855,1,0,2.0,6.9614210939999985,7.562292864,7.51851394,8,1
1693,1693,1,joy,3,0.3333333333333333,0,0,2.0,6.996073654,7.95230801,8.08278537,424,1
1694,1694,1,return,6,0.3333333333333333,3,0,2.0,7.008600172,7.752048447999999,7.755112266,532,5
1695,1695,1,very,4,0.25,12,0,2.0,7.025305865,7.981818607,7.96425963,3852,7
1696,1696,1,color,5,0.4,3,0,2.0,7.025305865,8.583198774,8.592176757,23,3
1697,1697,1,juice,5,0.6,0,0,2.0,7.041392685,7.994317153,7.998695157999999,5,1
1698,1698,1,rice,4,0.5,0,0,2.0,7.045322979,7.906335042,8.220108088,9,1
1699,1699,1,video,5,0.6,0,0,2.0,7.053078443,7.790285164,7.8524799939999985,0,1
1700,1700,1,come,4,0.5,7,0,2.0,7.0569048510000005,8.447158031,8.469822016,3220,5
1701,1701,1,July,4,0.25,0,0,2.0,7.0569048510000005,7.965671971,7.897627091,8,1
1702,1702,1,rich,4,0.25,1,0,2.0,7.06069784,8.220108088,8.350248018,231,3
1703,1703,1,videotape,9,0.5555555555555556,0,0,2.0,7.068185862000001,8.155336037,8.354108438999999,0,1
1704,1704,1,company,7,0.2857142857142857,3,28,2.0,7.068185862000001,8.029383778,8.220108088,308,1
1705,1705,1,jump,4,0.25,4,0,2.0,7.071882007,8.257678575,7.737987326,48,1
1706,1706,1,ride,4,0.5,0,0,2.0,7.0755469610000015,8.50242712,8.008600172000001,60,1
1707,1707,1,village,7,0.42857142857142855,0,0,2.0,7.0755469610000015,8.230448921,8.726727209,129,1
1708,1708,1,cook,4,0.5,1,0,2.0,7.079181246,7.893206752999999,7.882524537999999,103,1
1709,1709,1,June,4,0.5,0,0,2.0,7.079181246,8.152288344,8.526339277,16,1
1710,1710,1,right,5,0.2,6,0,2.0,7.08278537,8.374748346,8.354108438999999,1070,3
1711,1711,1,violin,6,0.5,0,0,2.0,7.08278537,8.264817823,8.136720567000001,0,1
1712,1712,1,cookie,6,0.6666666666666666,0,0,2.0,7.08278537,8.385606274,8.419955748,0,1
1713,1713,1,junior,6,0.5,2,0,2.0,7.08278537,8.301029996,8.298853076,4,3
1714,1714,1,ring,4,0.25,1,0,2.0,7.086359831,8.322219295,8.311753861,94,5
1715,1715,1,visit,5,0.4,1,0,2.0,7.086359831,8.068185862,8.06069784,273,1
1716,1716,1,cool,4,0.5,1,0,2.0,7.086359831,8.26245109,8.28780173,97,1
1717,1717,1,just,4,0.25,13,0,2.0,7.089905111,8.222716471,8.701567985,1202,7
1718,1718,1,rise,4,0.5,1,1,2.0,7.089905111,8.184691431000001,8.460897843,263,5
1719,1719,1,visitor,7,0.42857142857142855,0,0,2.0,7.089905111,8.403120521,8.636487896,22,1
1720,1720,1,corner,6,0.3333333333333333,2,0,2.0,7.089905111,8.307496038,8.629409599,167,1
1721,1721,1,river,5,0.4,0,0,2.0,7.089905111,8.342422681,8.526339277,318,1
1722,1722,1,voice,5,0.6,9,0,2.0,7.093421685,8.396199347,8.716837723,1247,1
1723,1723,1,could,5,0.4,49,2,2.0,7.093421685,8.274157849,8.267171728,3528,7
1724,1724,1,keep,4,0.5,0,2,2.0,7.093421685,8.260071388,8.622214023,678,5
1725,1725,1,road,4,0.5,1,0,2.0,7.096910013,7.924279286,8.247973266,201,1
1726,1726,1,count,5,0.4,2,0,2.0,7.096910013,8.413299764,8.382017043,72,1
1727,1727,1,key,3,0.3333333333333333,0,0,2.0,7.096910013,8.340444115,8.916980047000001,104,3
1728,1728,1,robot,5,0.4,0,0,2.0,7.103803721,8.620136055,8.428134794,0,3
1729,1729,1,wait,4,0.5,2,0,2.0,7.103803721,8.217483944,8.212187604,278,3
1730,1730,1,country,7,0.2857142857142857,1,5,2.0,7.10720997,8.264817823,8.482873584,403,1
1731,1731,1,kick,4,0.25,0,0,2.0,7.10720997,9.396199347,8.986323777,40,5
1732,1732,1,rock,4,0.25,1,0,2.0,7.11058971,8.764922985,8.749736316,167,1
1733,1733,1,wake,4,0.5,0,0,2.0,7.113943352000001,8.294466226,8.328379603,66,1
1734,1734,1,cover,5,0.4,1,4,2.0,7.117271296,8.62324929,8.843855422999999,125,1
1735,1735,1,kid,3,0.3333333333333333,0,0,2.0,7.117271296,8.553883027000001,8.875639937,51,1
1736,1736,1,rocket,6,0.3333333333333333,0,0,2.0,7.120573931,8.838219222000001,8.844477176,4,1
1737,1737,1,walk,4,0.25,1,0,2.0,7.123851641,8.698970004,8.499687083,488,5
1738,1738,1,COW,3,0.0,0,0,2.0,7.127104798,8.892094603,8.881384657,0,1
1739,1739,1,kill,4,0.25,0,0,2.0,7.127104798,8.873901598,8.528916699999998,247,1
1740,1740,1,roof,4,0.5,0,0,2.0,7.130333768,8.292256071,8.990338855,68,5
1741,1741,1,wall,4,0.25,0,0,2.0,7.130333768,8.403120521,8.401400541000001,352,1
1742,1742,1,cry,3,0.0,1,0,2.0,7.130333768,8.722633923,8.326335861,319,1
1743,1743,1,kind,4,0.25,8,1,2.0,7.133538907999999,8.653212514,8.971275849,472,1
1744,1744,1,room,4,0.5,2,0,2.0,7.133538907999999,8.58546073,8.515873844,714,1
1745,1745,1,want,4,0.25,6,0,2.0,7.133538907999999,8.522444234,8.848804701,538,5
1746,1746,1,cup,3,0.3333333333333333,0,0,2.0,7.136720567,9.037426498,9.033423755,86,1
1747,1747,1,king,4,0.25,0,0,2.0,7.136720567,8.858537197999999,8.862727527999999,2635,5
1748,1748,1,rope,4,0.5,0,0,2.0,7.1398790860000005,8.966141732999999,8.440909082000001,79,1
1749,1749,1,war,3,0.3333333333333333,4,0,2.0,7.1398790860000005,8.652246341,8.309630167,440,1
1750,1750,1,cut,3,0.3333333333333333,3,2,2.0,7.1398790860000005,8.278753601,8.839478047,533,1
1751,1751,1,kiss,4,0.25,1,0,2.0,7.1430148,8.941511432999999,8.507855872,50,1
1752,1752,1,rose,4,0.5,0,7,2.0,7.1430148,8.506505032,8.488550717,311,5
1753,1753,1,warm,4,0.25,5,0,2.0,7.1430148,8.664641976,8.615950052,139,3
1754,1754,1,kitchen,7,0.2857142857142857,0,0,2.0,7.146128036,8.644438589,9.008600172000001,44,1
1755,1755,1,round,5,0.4,0,0,2.0,7.146128036,8.8162413,8.726727209,1138,1
1756,1756,1,was,3,0.3333333333333333,200,24,2.0,7.146128036,8.40654018,8.815577747999999,18558,5
1757,1757,1,dad,3,0.3333333333333333,0,0,2.0,7.149219112999999,8.618048097,8.737192643,1,3
1758,1758,1,knee,4,0.5,0,0,2.0,7.149219112999999,8.503790683,8.860338007000001,44,1
1759,1759,1,rule,4,0.5,0,0,2.0,7.152288344,8.627365857000001,8.702430536,141,1
