level,word,site_num_log_bing,site_num_log_yahoo,learning_level,site_num_log_google
9,perative,7.071882007,5.691965103,6.30444593,5.821513528
5,terri?c,7.075546961,7.705007959,6.30444593,7.670245853
1,till,7.250420002,9.012837225,1,9.012837225
3,whatever,7.158362492,8.853698212,2,8.851258349
1,the,8.033423755,10.40260524,1,10.40260524
1,an,7.579783597,10.24748226,1,10.1048284
5,congratulations,7.130333768,8.247973266,10,8.245512668
1,goodbye,7.096910013,7.986323777,4,8.008600172
6,alas,7.064457989,8.198657087,6.30444593,7.899820502
1,oh,7.28780173,9.012837225,1,9.008600172
1,hi,7.342422681,9.338456494,1,9.26245109
1,welcome,7.404833717,9.390935107,1,9.303196057
2,hey,7.170261715,8.983626287,2,8.572871602
1,hello,7.271841607,9.096910013,2,8.764176132
2,ah,7.212187604,8.925312091,3,8.806179974
5,farewell,7.068185862,8.049218023,4,7.957607287
7,amen,7.079181246,8.173186268,5,7.737987326
8,hurrah,6.021189299,6.86923172,7,7.025305865
9,ha,7.338456494,9.367355921,7,9.365487985
7,encore,7.146128036,8.478566496,8,8.462397998
10,gee,7.068185862,7.989004616,9,8.021189299
6,aha,7.071882007,8.004321374,9,7.935507266
1,shall,7.133538908,9.136720567,1,9.117271296
2,might,7.247973266,9.338456494,1,9.439332694
1,could,7.257678575,9.619093331,1,9.51054501
1,would,7.260071388,9.609594409,1,9.610660163
1,should,7.264817823,9.519827994,1,9.515873844
1,must,7.283301229,9.532754379,1,9.536558443
1,will,7.348304863,10.03261876,1,9.736396502
1,can,7.403120521,10.15654915,1,9.828015064
1,may,7.532754379,10.06669855,1,10.02734961
2,dare,7.103803721,8.960470778,2,8.352182518
2,ought,7.170261715,8.624282096,2,8.665580991
2,nor,7.139879086,8.797959644,1,9.041392685
3,although,7.187520721,9.008600172,1,9.359835482
2,whether,7.201397124,9.123851641,1,9.269512944
1,though,7.206825876,9.193124598,1,9.178976947
6,provided,7.212187604,9.342422681,1,9.328379603
1,because,7.235528447,9.584331224,1,9.525044807
1,while,7.267171728,9.7930916,1,9.574031268
1,than,7.294466226,9.784617293,1,9.6599162
1,since,7.294466226,9.45331834,1,9.396199347
1,but,7.309630167,9.966610987,1,9.742725131
1,if,7.369215857,9.833784375,1,9.824125834
1,or,7.779596491,10.08707121,1,10.09272064
1,and,8.053078443,10.40260524,1,10.40260524
3,wherever,7.113943352,8.260071388,2,8.541579244
2,unless,7.152288344,8.856124444,2,9.247973266
3,whenever,7.164352856,8.540329475,2,8.777426822
6,whereas,7.021189299,9.086359831,5,9.064457989
6,lest,7.029383778,8.064457989,5,8.305351369
6,providing,7.198657087,8.924795996,9,9.139879086
1,beside,7.075546961,8.352182518,1,8.330413773
1,toward,7.133538908,9.037426498,1,9.037426498
2,except,7.136720567,9.117271296,1,9.133538908
2,beyond,7.181843588,9.025305865,1,9.170261715
1,until,7.198657087,9.29666519,1,9.290034611
1,upon,7.201397124,9.33243846,1,9.315970345
1,among,7.204119983,9.096910013,1,9.271841607
1,above,7.212187604,9.285557309,1,9.372912003
1,across,7.212187604,9.330413773,1,9.33243846
1,along,7.225309282,9.250420002,1,9.23299611
1,during,7.235528447,9.526339277,1,9.514547753
1,between,7.240549248,9.505149978,1,9.514547753
2,within,7.240549248,9.511883361,1,9.574031268
3,including,7.252853031,9.494154594,1,9.561101384
1,through,7.271841607,9.562292864,1,9.567026366
1,without,7.276461804,9.544068044,1,9.517195898
1,below,7.281033367,9.46834733,1,9.431363764
1,under,7.28780173,9.977266212,1,9.969881644
1,into,7.294466226,9.852479994,1,9.677606953
1,against,7.322219295,9.394451681,1,9.401400541
1,off,7.334453751,9.857935265,1,9.561101384
1,over,7.376576957,9.656098202,1,9.675778342
1,from,7.597695186,10.32715451,1,10.23954972
1,at,7.679427897,10.29885308,1,10.15167623
1,about,7.712649702,9.838219222,1,9.837588438
1,with,7.72916479,10.40260524,1,10.23854789
1,by,7.803457116,10.40260524,1,10.40260524
1,for,7.958085849,10.40260524,1,10.25188145
1,of,7.96425963,10.40260524,1,10.40260524
1,on,7.981818607,10.29490691,1,10.28914284
1,to,8.10720997,10.3558345,1,10.35391623
1,in,8.123851641,10.40260524,1,10.40260524
3,beneath,7.086359831,8.230448921,2,8.57863921
3,besides,7.113943352,8.808885867,2,8.807535028
4,concerning,7.161368002,9.049218023,2,9.089905111
3,per,7.414973348,9.736396502,2,9.658011397
4,despite,7.127104798,9.190331698,3,9.230448921
3,onto,7.1430148,8.783903579,3,8.938519725
4,via,7.311753861,10.19479176,3,9.498310554
3,underneath,7.075546961,8.206825876,4,8.195899652
4,regarding,7.198657087,8.882524538,4,9.127104798
8,versus,7.136720567,9.06069784,5,9.093421685
5,considering,7.164352856,8.58546073,5,8.949390007
7,notwithstanding,6.372912003,7.649334859,8,8.487138375
8,amid,7.029383778,8.357934847,8,8.28780173
1,hers,7.045322979,7.976349979,1,7.958085849
1,ours,7.089905111,8.390935107,1,8.369215857
1,somebody,7.11058971,8.376576957,1,8.318063335
1,whom,7.117271296,8.57863921,1,9.004321374
2,himself,7.120573931,8.799340549,1,8.924279286
1,yours,7.127104798,8.685741739,1,8.340444115
2,myself,7.130333768,9.004321374,1,8.845718018
1,whose,7.136720567,8.79518459,1,9.146128036
2,itself,7.146128036,8.869818208,1,9.139879086
2,themselves,7.158362492,8.858537198,1,9.079181246
1,none,7.173186268,9.120573931,1,9.093421685
1,mine,7.181843588,8.80140371,1,8.784617293
1,nothing,7.187520721,9.201397124,1,9.117271296
1,everyone,7.204119983,9.247973266,1,9.10720997
1,anyone,7.214843848,9.201397124,1,9.336459734
1,him,7.214843848,9.397940009,1,9.230448921
1,everything,7.220108088,9.161368002,1,9.176091259
2,yourself,7.225309282,9.146128036,1,8.905256049
1,anything,7.23299611,9.190331698,1,9.056904851
1,someone,7.235528447,9.195899652,1,9.243038049
1,something,7.235528447,9.416640507,1,9.230448921
1,she,7.26245109,9.28780173,1,9.283301229
1,them,7.278753601,9.7084209,1,9.545307116
1,its,7.281033367,9.713490543,1,9.725911632
1,which,7.28780173,9.816903839,1,9.80685803
1,they,7.292256071,9.699837726,1,9.685741739
1,his,7.29666519,9.584331224,1,9.618048097
1,their,7.324282455,9.851258349,1,9.683047038
1,he,7.336459734,9.966141733,1,9.969881644
1,who,7.350248018,9.741939078,1,9.745855195
1,her,7.354108439,9.748962861,1,9.752816431
1,what,7.431363764,9.975431809,1,9.738780558
1,we,7.434568904,10.10551018,1,9.72916479
1,our,7.450249108,10.05614226,1,9.721810615
1,me,7.56937391,10.09968064,1,9.656098202
1,us,7.617000341,10.12548127,1,9.862131379
1,my,7.63447727,10.12385164,1,9.673941999
1,it,7.682145076,10.2787536,1,10.40260524
1,your,7.705007959,9.777426822,1,9.767897616
1,you,7.710117365,10.40260524,1,9.977723605
1,theirs,6.775974331,8.037426498,2,8.017033339
3,whoever,6.825426118,8,2,8.045322979
2,oneself,6.989449818,7.688419822,2,8.167317335
1,anybody,7.096910013,8.278753601,2,8.338456494
1,nobody,7.100370545,8.550228353,2,8.376576957
2,ourselves,7.100370545,8.62324929,2,8.606381365
2,herself,7.100370545,8.624282096,2,8.563481085
1,everybody,7.133538908,8.57634135,2,8.440909082
2,yourselves,6.582063363,7.604226053,3,7.608526034
3,whichever,6.762678564,8.222716471,4,8.209515015
9,thou,7.025305865,8.103803721,9,8.11058971
9,whatsoever,6.908485019,8.309630167,10,8.281033367
9,ye,7.170261715,8.729974286,10,8.790988475
10,thee,7.08278537,7.935507266,11,7.98811284
6,delicately,6.021189299,7.292256071,9,7.220108088
2,further,7.201397124,9.139879086,2,9.28780173
8,genuinely,6.986323777,8.155336037,9,8.113943352
5,jealously,6.907948522,6.764176132,10,6.69019608
3,silently,6.459392488,7.562292864,6,7.728353782
6,solemnly,6.079181246,7.041392685,8,7.187520721
5,solidly,6.021189299,7.056904851,7,7.575187845
6,sweetly,6.056904851,7.283301229,8,7.113943352
4,thickly,5.862131379,6.779596491,7,7.195899652
5,thinly,6.190331698,7.274157849,7,7.58546073
10,theoretically,6.255272505,7.522444234,11,8.874481818
5,loosely,6.602059991,8.440909082,7,8.42975228
1,suddenly,7.079181246,8.503790683,1,8.523746467
1,slowly,7.089905111,8.778874472,1,8.78604121
1,yesterday,7.139879086,8.849419414,1,8.813580989
1,tomorrow,7.155336037,8.836956737,1,8.869818208
1,tonight,7.158362492,8.868644438,1,8.746634199
2,nearly,7.161368002,8.760422483,1,9.096910013
2,especially,7.170261715,9.100370545,1,9.167317335
1,sometimes,7.176091259,9.079181246,1,9.08278537
2,forward,7.181843588,9.146128036,1,9.146128036
2,instead,7.184691431,9.161368002,1,9.170261715
2,rather,7.184691431,8.990782692,1,9.146128036
1,quickly,7.187520721,8.999130541,1,8.994756945
1,almost,7.193124598,9.176091259,1,9.340444115
2,probably,7.201397124,9.06069784,1,9.093421685
1,behind,7.204119983,9.198657087,1,9.214843848
2,quite,7.204119983,9.041392685,1,9.045322979
1,perhaps,7.206825876,8.742725131,1,9.045322979
2,recently,7.206825876,9.235528447,1,9.240549248
2,maybe,7.212187604,9.086359831,1,8.804139432
1,early,7.214843848,9.247973266,1,9.346352974
1,often,7.217483944,9.136720567,1,9.245512668
2,actually,7.217483944,9.178976947,1,9.139879086
1,already,7.220108088,9.338456494,1,9.328379603
1,usually,7.220108088,9.049218023,1,9.079181246
1,once,7.222716471,9.367355921,1,9.255272505
2,however,7.222716471,9.424881637,1,9.450249108
1,together,7.225309282,9.36361198,1,9.392696953
3,simply,7.227886705,9.079181246,1,9.075546961
1,always,7.235528447,9.526339277,1,9.383815366
1,yes,7.235528447,9.675778342,1,9.29666519
1,never,7.240549248,9.593286067,1,9.382017043
1,away,7.240549248,9.281033367,1,9.260071388
1,ever,7.243038049,9.475671188,1,9.311753861
1,far,7.243038049,9.298853076,1,9.31386722
1,soon,7.243038049,9.29666519,1,9.170261715
1,then,7.245512668,9.62324929,1,9.44870632
1,really,7.245512668,9.28780173,1,9.290034611
1,ago,7.252853031,9.565847819,1,9.557507202
1,before,7.257678575,9.655138435,1,9.53529412
1,even,7.260071388,9.561101384,1,9.544068044
1,around,7.26245109,9.572871602,1,9.444044796
2,yet,7.267171728,9.439332694,1,9.340444115
1,too,7.271841607,9.550228353,1,9.365487985
1,very,7.278753601,9.737987326,1,9.44870632
1,why,7.285557309,9.615950052,1,9.650307523
1,well,7.290034611,9.72916479,1,9.51054501
1,again,7.292256071,9.494154594,1,9.463892989
1,after,7.315970345,9.77524626,1,9.631443769
1,also,7.315970345,9.779596491,1,9.785329835
1,near,7.315970345,9.428134794,1,9.371067862
1,when,7.322219295,9.933993164,1,9.748188027
1,there,7.326335861,9.684845362,1,9.689308859
1,where,7.334453751,9.698970004,1,9.721810615
1,down,7.344392274,9.44870632,1,9.434568904
1,so,7.383815366,9.651278014,1,9.658964843
1,how,7.403120521,9.954242509,1,9.723455672
1,today,7.423245874,9.525044807,1,9.557507202
1,not,7.42975228,10.17347764,1,10.03181227
1,here,7.451786436,9.788875116,1,9.793790385
1,out,7.471291711,10.04375513,1,9.745074792
1,now,7.480006943,9.707570176,1,9.695481676
1,as,7.517195898,10.22089225,1,10.17201881
1,up,7.613841822,10.20466251,1,9.755112266
2,afterward,6.685741739,8.117271296,2,8.086359831
3,seldom,6.818885415,7.704150517,2,8.488550717
2,downstairs,6.818885415,7.931966115,2,7.649334859
2,quietly,6.854913022,8.033423755,2,8.037426498
3,sadly,6.891537458,8.113943352,2,7.968015714
2,happily,7.004321374,8.113943352,2,7.990782692
2,upstairs,7.029383778,8.064457989,2,7.723455672
3,aloud,7.056904851,7.67669361,2,7.962369336
2,hardly,7.06069784,8.877371346,2,8.895422546
2,nowhere,7.064457989,8.079181246,2,8.243038049
2,surely,7.079181246,8.57863921,2,8.559906625
2,anyway,7.089905111,8.562292864,2,8.596597096
4,unfortunately,7.093421685,9.012837225,2,8.987666265
2,clearly,7.10720997,8.681241237,2,9.025305865
3,safely,7.11058971,8.342422681,2,8.553883027
2,somewhere,7.11058971,8.536558443,2,8.51851394
2,carefully,7.11058971,8.618048097,2,8.828659897
2,yeah,7.11058971,9.017033339,2,8.635483747
2,aside,7.113943352,8.673941999,2,8.685741739
2,twice,7.117271296,8.756636108,2,8.916453949
2,naturally,7.123851641,9.017033339,2,8.992995098
3,mostly,7.127104798,8.961421094,2,8.978636948
2,abroad,7.127104798,8.397940009,2,8.800029359
3,seriously,7.139879086,8.695481676,2,8.718501689
3,thus,7.149219113,8.831229694,2,9.350248018
3,indeed,7.149219113,8.7084209,2,9.36361198
3,particularly,7.152288344,8.693726949,2,9.100370545
1,everywhere,7.158362492,8.654176542,2,8.609594409
2,apart,7.164352856,8.733197265,2,8.912222057
2,immediately,7.164352856,8.906335042,2,9.053078443
2,finally,7.170261715,9.11058971,2,9.11058971
2,anywhere,7.173186268,8.825426118,2,8.843232778
2,directly,7.176091259,9.021189299,2,9.257678575
2,ahead,7.181843588,8.818885415,2,8.946943271
2,exactly,7.181843588,8.916980047,2,8.959994838
2,completely,7.181843588,8.961895474,2,9.045322979
2,highly,7.181843588,8.993876915,2,9.149219113
3,therefore,7.184691431,9.176091259,2,9.187520721
3,according,7.187520721,9.096910013,2,9.374748346
2,generally,7.195899652,8.73479983,2,9.120573931
3,possibly,7.201397124,8.650307523,2,8.969415912
3,throughout,7.204119983,9.139879086,2,9.136720567
2,certainly,7.206825876,8.933993164,2,9.267171728
2,easily,7.209515015,9.369215857,2,9.369215857
1,o'clock,7.655138435,8.012837225,2,7.831229694
3,brightly,6.526339277,7.681241237,3,7.618048097
3,fortunately,6.830588669,7.873901598,3,8.392696953
3,altogether,6.875639937,7.918030337,3,8.598790507
3,moreover,6.978636948,8.359835482,3,9.045322979
3,somehow,6.983626287,8.285557309,3,8.668385917
3,gradually,7.017033339,8.086359831,3,8.799340549
4,meanwhile,7.017033339,8.588831726,3,8.604226053
2,partly,7.033423755,8.245512668,3,8.88592634
2,badly,7.045322979,8.367355921,3,8.359835482
3,largely,7.053078443,9.004321374,3,9.041392685
4,apparently,7.06069784,8.437750563,3,8.997386384
3,rarely,7.064457989,8.806179974,3,8.810232518
4,increasingly,7.064457989,9.06069784,3,8.895422546
2,deeply,7.064457989,8.765668555,3,8.748962861
4,barely,7.068185862,8.389166084,3,8.484299839
3,lately,7.075546961,8.222716471,3,8.598790507
4,readily,7.079181246,8.903632516,3,8.866877814
2,greatly,7.079181246,8.397940009,3,8.927370363
4,relatively,7.08278537,8.474216264,3,9.008600172
4,essentially,7.08278537,8.212187604,3,8.906335042
3,somewhat,7.086359831,8.919078092,3,8.889301703
4,obviously,7.086359831,8.481442629,3,9.053078443
3,elsewhere,7.089905111,8.350248018,3,8.926342447
3,rapidly,7.089905111,9.301029996,3,8.920123326
4,necessarily,7.089905111,8.962369336,3,8.938519725
3,closely,7.093421685,8.447158031,3,8.958563883
4,shortly,7.096910013,9.056904851,3,8.934498451
3,widely,7.100370545,8.474216264,3,9.033423755
3,slightly,7.10720997,8.700703717,3,8.980003372
3,fairly,7.10720997,8.920123326,3,8.909020854
3,entirely,7.117271296,8.475671188,3,9.086359831
4,newly,7.120573931,8.909556029,3,8.881954971
3,forth,7.123851641,8.753583059,3,8.744292983
3,perfectly,7.1430148,8.726727209,3,8.764922985
4,overseas,7.1430148,8.428134794,3,8.404833717
3,otherwise,7.149219113,9.305351369,3,8.828659897
3,merely,7.158362492,8.187520721,3,8.214843848
2,forever,7.158362492,8.968015714,3,9.021189299
4,nevertheless,7.170261715,8.220108088,3,8.195899652
3,extremely,7.176091259,8.84135947,3,8.86332286
4,frequently,7.184691431,9.139879086,3,9.1430148
3,fully,7.187520721,9.045322979,3,9.068185862
4,absolutely,7.187520721,8.698100546,3,8.918554531
3,truly,7.195899652,8.813580989,3,8.832508913
3,anyhow,6.071882007,7.940018155,4,7.336459734
5,hastily,6.089905111,7.46686762,4,7.089905111
3,calmly,6.11058971,7.315970345,4,7.267171728
4,scarcely,6.170261715,8.120573931,4,7.389166084
3,terribly,6.465382851,7.630427875,4,7.633468456
4,farthest,6.472756449,7.170261715,4,7.164352856
3,wildly,6.606381365,7.918554531,4,7.673020907
4,namely,6.776701184,8.10720997,4,8.079181246
3,comfortably,6.795880017,7.958085849,4,7.910624405
3,softly,6.812913357,7.779596491,4,7.818885415
3,tightly,6.835056102,7.869818208,4,8.677606953
4,outward,6.889861721,7.58546073,4,7.620136055
5,someday,6.975431809,7.715167358,4,8.193124598
3,lightly,6.976808337,8.086359831,4,8.037426498
5,wholly,6.981818607,7.770852012,4,7.786751422
3,sometime,6.996511672,8.133538908,4,8.021189299
4,purely,6.996949248,8.861534411,4,7.980457892
3,practically,7,8.053078443,4,8.033423755
3,sincerely,7.004321374,8.037426498,4,8.021189299
4,poorly,7.041392685,8.925827575,4,8.041392685
3,gently,7.045322979,8.264817823,4,8.23299611
4,heavily,7.053078443,8.778874472,4,8.274157849
3,roughly,7.056904851,8.824776462,4,8.217483944
4,briefly,7.056904851,8.839478047,4,8.08278537
5,reasonably,7.06069784,8.136720567,4,8.187520721
4,thoroughly,7.06069784,8.654176542,4,8.187520721
4,aboard,7.064457989,7.907948522,4,7.914871818
3,indoors,7.068185862,7.870403905,4,8.025305865
2,beautifully,7.068185862,8.495544338,4,8.511883361
4,nowadays,7.071882007,8.08278537,4,8.064457989
4,occasionally,7.071882007,8.73239376,4,8.212187604
4,freely,7.071882007,8.201397124,4,8.187520721
4,strongly,7.08278537,8.414973348,4,8.423245874
3,specially,7.089905111,8.245512668,4,8.235528447
6,hence,7.096910013,8.98811284,4,8.424881637
5,consequently,7.100370545,8.075546961,4,8.041392685
4,strictly,7.100370545,8.264817823,4,8.307496038
6,considerably,7.10720997,8.812244697,4,7.957607287
5,primarily,7.10720997,8.992111488,4,8.457881897
4,formerly,7.10720997,8.729974286,4,8.322219295
4,eventually,7.113943352,8.561101384,4,8.530199698
4,originally,7.113943352,9.320146286,4,8.698100546
4,personally,7.117271296,8.636487896,4,8.491361694
3,equally,7.120573931,8.378397901,4,8.411619706
5,likewise,7.120573931,8.6599162,4,7.991669007
5,instantly,7.123851641,8.575187845,4,8.584331224
4,constantly,7.123851641,8.64738297,4,8.480006943
5,approximately,7.139879086,9.017033339,4,8.77524626
5,specifically,7.139879086,8.649334859,4,8.640481437
4,outdoors,7.146128036,8.833147112,4,8.805500858
4,automatically,7.149219113,8.961895474,4,8.976349979
4,correctly,7.149219113,8.389166084,4,8.397940009
4,regularly,7.158362492,8.818225894,4,8.423245874
4,previously,7.158362492,8.772321707,4,8.748188027
3,mainly,7.161368002,8.501059262,4,8.546542663
5,typically,7.161368002,8.62324929,4,8.57863921
7,virtually,7.161368002,8.797959644,4,8.800717078
2,downtown,7.170261715,8.683947131,4,8.640481437
3,totally,7.173186268,8.873320602,4,8.71432976
3,properly,7.178976947,8.668385917,4,8.860936621
4,normally,7.184691431,8.531478917,4,8.973127854
4,definitely,7.204119983,8.907948522,4,8.669316881
5,doubtless,5.949390007,7.079181246,5,7.811575006
4,bitterly,6.053078443,7.045322979,5,7.46686762
4,awfully,6.068185862,7.164352856,5,7.173186268
5,plainly,6.201397124,7.352182518,5,7.972665592
5,evidently,6.26245109,7.537819095,5,8.389166084
5,rightly,6.274157849,8.10720997,5,8.103803721
4,warmly,6.281033367,7.404833717,5,7.600972896
8,pleasantly,6.301029996,7.503790683,5,7.503790683
4,willingly,6.307496038,7.336459734,5,7.717670503
7,ashore,6.354108439,7.311753861,5,7.376576957
4,strangely,6.367355921,7.450249108,5,7.754348336
5,violently,6.397940009,7.73239376,5,8.10720997
3,sharply,6.416640507,8.561101384,5,8.534026106
4,chiefly,6.44870632,7.44870632,5,8.278753601
5,faithfully,6.459392488,7.437750563,5,7.947433722
3,secondly,6.492760389,7.807535028,5,8.605305046
5,remarkably,6.498310554,8.687528961,5,8.682145076
4,frankly,6.567026366,7.79518459,5,7.935507266
5,utterly,6.614897216,8.158362492,5,8.136720567
4,luckily,6.614897216,7.881954971,5,7.792391689
5,steadily,6.635483747,7.655138435,5,8.437750563
5,unusually,6.638489257,7.635483747,5,8.494154594
5,inward,6.691965103,7.5289167,5,8.369215857
6,deliberately,6.692846919,7.685741739,5,8.549003262
5,unexpectedly,6.745855195,7.643452676,5,8.315970345
4,openly,6.755112266,7.779596491,5,8.352182518
4,honestly,6.908485019,8.380211242,5,8.103803721
5,surprisingly,6.950851459,8.756636108,5,8.750508395
6,repeatedly,6.961421094,8.037426498,5,8.609594409
5,promptly,6.961421094,8.071882007,5,8.409933123
4,secretly,6.969881644,7.835056102,5,7.818885415
6,positively,6.979548375,8.021189299,5,8.771587481
5,similarly,6.990338855,8.23299611,5,8.944975908
5,accordingly,6.992553518,8.198657087,5,8.878521796
7,respectively,7.012837225,9.06069784,5,9.049218023
5,precisely,7.053078443,8.045322979,5,8.802773725
6,continually,7.06069784,7.957607287,5,8.552668216
5,presently,7.06069784,7.860338007,5,8.544068044
6,continuously,7.064457989,8.742725131,5,8.760422483
6,furthermore,7.075546961,9.103803721,5,9.079181246
5,officially,7.089905111,8.403120521,5,8.588831726
3,anymore,7.096910013,8.380211242,5,8.372912003
5,literally,7.120573931,8.592176757,5,8.484299839
4,proudly,7.130333768,8.531478917,5,8.004321374
5,commonly,7.139879086,8.428134794,5,9.017033339
4,basically,7.139879086,8.816903839,5,8.84135947
3,busily,5.767897616,6.635483747,6,6.728353782
5,rudely,5.926856709,6.931966115,6,6.914343157
6,curiously,6.008600172,7.187520721,6,7.866287339
8,southward,6.017033339,6.922206277,6,7.716837723
8,northward,6.037426498,6.910090546,6,7.793790385
7,eastward,6.045322979,7.004321374,6,7.758911892
7,decidedly,6.100370545,7.840733235,6,7.833784375
5,bravely,6.187520721,7.158362492,6,7.152288344
7,invariably,6.31386722,7.409933123,6,8.338456494
5,dearly,6.320146286,7.482873584,6,7.442479769
8,duly,6.440909082,7.651278014,6,8.164352856
7,ordinarily,6.574031268,7.342422681,6,8.089905111
3,firstly,6.582063363,8.589949601,6,8.572871602
7,thereafter,6.705007959,7.850033258,6,8.608526034
7,westward,6.902002891,7.315970345,6,8.008600172
5,seemingly,6.908485019,7.978180517,6,8.542825427
5,severely,6.935507266,7.858537198,6,8.613841822
6,simultaneously,7.033423755,8.855519156,6,8.859738566
3,differently,7.056904851,8.745855195,6,8.758154622
5,separately,7.056904851,8.852479994,6,8.840106094
5,physically,7.068185862,8.155336037,6,8.67669361
4,actively,7.068185862,8.158362492,6,8.984527313
5,independently,7.079181246,8.247973266,6,8.830588669
5,legally,7.08278537,8.605305046,6,8.609594409
6,ultimately,7.086359831,8.276461804,6,8.860936621
5,solely,7.10720997,8.298853076,6,8.794488047
5,effectively,7.130333768,8.481442629,6,8.915927212
4,undoubtedly,7.161368002,8.531478917,6,8.534026106
5,currently,7.245512668,9.424881637,6,9.29666519
8,con,7.469822016,9.934498451,6,9.46686762
5,con?ne,7.685741739,4.290034611,6,4.004321374
5,carelessly,5.95616843,6.782472624,7,7.004321374
4,merrily,5.965671971,6.745855195,7,6.7355989
8,affectionately,6.041392685,7.004321374,7,7.037426498
7,vaguely,6.173186268,7.255272505,7,7.78604121
5,painfully,6.23299611,7.45484486,7,7.664641976
6,comparatively,6.240549248,7.462397998,7,8.46834733
6,exceedingly,6.257678575,7.374748346,7,8.08278537
5,patiently,6.26245109,7.571708832,7,7.509202522
6,casually,6.292256071,7.587710965,7,7.563481085
5,distinctly,6.294466226,7.494154594,7,8.318063335
9,aloof,6.342422681,6.945468585,7,7.11058971
6,neatly,6.397940009,7.991669007,7,8.012837225
5,immensely,6.401400541,8.017033339,7,7.986323777
5,eagerly,6.413299764,7.546542663,7,7.743509765
6,peacefully,6.421603927,7.63748973,7,7.789580712
6,universally,6.457881897,7.501059262,7,8.292256071
5,generously,6.495544338,8.021189299,7,7.997386384
6,inevitably,6.506505032,7.650307523,7,8.451786436
7,presumably,6.530199698,7.755874856,7,8.759667845
7,broadly,6.552668216,8.736396502,7,8.719331287
6,wrongly,6.584331224,7.389166084,7,7.98811284
8,sufficiently,6.593286067,7.895422546,7,8.884795364
6,beforehand,6.617000341,8.155336037,7,8.130333768
6,moderately,6.709269961,8.550228353,7,8.557507202
5,desperately,6.737987326,7.790285164,7,7.845718018
6,cheaply,6.740362689,7.240549248,7,7.788875116
8,supposedly,6.742725131,7.752816431,7,8.36361198
8,substantially,6.828015064,7.983626287,7,8.870403905
9,thereby,6.910624405,8.158362492,7,8.898725182
5,ideally,6.912753304,8.555094449,7,8.546542663
6,freshly,6.942999593,8.08278537,7,8.338456494
7,subsequently,6.976808337,8.193124598,7,8.949390007
6,sideways,6.981818607,7.730782276,7,7.700703717
5,emotionally,6.996073654,7.862131379,7,8.269512944
6,importantly,7.017033339,8.100370545,7,8.786751422
6,financially,7.041392685,7.797267541,7,8.564666064
6,partially,7.049218023,8.907411361,7,8.888179494
5,nicely,7.049218023,8.674861141,7,8.187520721
5,accurately,7.053078443,8.149219113,7,8.79518459
7,hopefully,7.053078443,8.419955748,7,8.487138375
5,mentally,7.056904851,7.908485019,7,8.442479769
7,temporarily,7.06069784,8.198657087,7,8.5132176
6,individually,7.068185862,8.71432976,7,8.710117365
5,privately,7.075546961,8.350248018,7,8.334453751
4,publicly,7.08278537,8.238046103,7,8.844477176
6,alongside,7.093421685,8.305351369,7,8.603144373
6,exclusively,7.096910013,8.803457116,7,8.79518459
8,locally,7.103803721,8.318063335,7,8.828659897
5,initially,7.117271296,8.344392274,7,8.905256049
6,offshore,7.133538908,8.075546961,7,8.359835482
6,nonetheless,7.149219113,7.919078092,7,8.697229343
6,peculiarly,5.755112266,6.783188691,8,7.583198774
9,gaily,5.881954971,6.534026106,8,6.555094449
7,heartily,5.98811284,7.004321374,8,7.330413773
6,earnestly,6.025305865,7.342422681,8,7.309630167
8,keenly,6.033423755,6.975431809,8,7.440909082
8,hitherto,6.033423755,7.305351369,8,8.238046103
5,tenderly,6.093421685,6.894869657,8,6.912222057
7,incidentally,6.146128036,7.330413773,8,8.045322979
8,narrowly,6.170261715,8.380211242,8,8.382017043
6,popularly,6.173186268,7.318063335,8,7.748962861
6,enormously,6.201397124,7.944482672,8,7.943494516
7,madly,6.250420002,7.436162647,8,7.096910013
6,eternally,6.264817823,7.318063335,8,7.336459734
7,hereafter,6.281033367,7.469822016,8,8.46834733
8,infinitely,6.342422681,7.45484486,8,8.255272505
7,oddly,6.350248018,7.675778342,8,7.663700925
6,thankfully,6.474216264,7.726727209,8,7.680335513
5,morally,6.506505032,7.973589623,8,7.942008053
5,finely,6.600972896,7.761175813,8,8.193124598
9,whereby,6.602059991,7.753583059,8,8.691081492
8,mutually,6.680335513,7.701567985,8,8.796574333
5,lastly,6.711807229,7.761927838,8,8.371067862
6,economically,6.904715545,7.796574333,8,8.546542663
5,technically,6.912222057,8.480006943,8,8.447158031
6,accidentally,7.045322979,8.10720997,8,8.161368002
4,sooner,7.045322979,8.372912003,8,8.387389826
8,potentially,7.068185862,8.898176483,8,8.907948522
8,midway,7.075546961,7.82672252,8,8.021189299
6,noisily,5.727541257,6.463892989,9,6.294466226
8,faintly,5.880813592,6.864511081,9,7.324282455
8,cruelly,5.916453949,6.837588438,9,6.868056362
9,idly,5.971739591,6.895974732,9,7.741939078
8,emphatically,5.974050903,6.849419414,9,7.480006943
9,variously,6,7.06069784,9,8.245512668
9,squarely,6.017033339,7.004321374,9,7.641474111
6,modestly,6.025305865,7.012837225,9,7.935003151
9,alternately,6.209515015,7.269512944,9,8.008600172
8,cleverly,6.217483944,7.369215857,9,7.413299764
9,astray,6.230448921,7.11058971,9,7.294466226
8,profoundly,6.342422681,8.227886705,9,8.243038049
9,reluctantly,6.361727836,7.26245109,9,7.671172843
